Date,Usage,Temperature,Event_Start,Event_End,Attendance,Total_sq_ft,Hall_A,Meeting_Room_A,Main_Room,Hall_B,Meeting_Room_B,Hall_C,Meeting_Room_C,Hall_D,Meeting_Room_D,Terrace,Parking
2/18/19,142598.763,42.01388889,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/19,181601.761,41.875,2/19/19,2/21/19,33000,963099,1,1,0,1,0,1,1,0,0,0,1
2/19/19,181601.761,41.875,2/19/19,2/21/19,60000,1516156,1,1,1,1,1,1,1,0,0,0,1
2/20/19,183047.791,38.86388889,2/19/19,2/21/19,33000,963099,1,1,0,1,0,1,1,0,0,0,1
2/20/19,183047.791,38.86388889,2/19/19,2/21/19,60000,1516156,1,1,1,1,1,1,1,0,0,0,1
2/21/19,173662.083,36.98611111,2/19/19,2/21/19,33000,963099,1,1,0,1,0,1,1,0,0,0,1
2/21/19,173662.083,36.98611111,2/19/19,2/21/19,60000,1516156,1,1,1,1,1,1,1,0,0,0,1
2/22/19,117932.151,43.08333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/19,93997.044,42.41666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/19,93857.904,45.9375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/19,92462.508,48.79166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/19,82444.968,55.95833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/19,95426.568,60.16666667,2/27/19,2/27/19,150,11038,0,1,0,0,0,0,0,0,0,0,0
2/27/19,95426.568,60.16666667,2/27/19,3/1/19,5000,364771,0,0,0,0,0,1,1,0,0,0,0
2/28/19,109554.696,65.35416667,2/28/19,3/3/19,5000,184987,0,1,0,1,1,0,0,0,0,0,0
2/28/19,109554.696,65.35416667,2/27/19,3/1/19,5000,364771,0,0,0,0,0,1,1,0,0,0,0
3/1/19,110594.412,64.875,2/28/19,3/3/19,5000,184987,0,1,0,1,1,0,0,0,0,0,0
3/1/19,110594.412,64.875,3/1/19,3/2/19,3500,253235,0,0,0,0,0,1,1,0,0,0,0
3/1/19,110594.412,64.875,2/27/19,3/1/19,5000,364771,0,0,0,0,0,1,1,0,0,0,0
3/2/19,97824.024,62.29166667,2/28/19,3/3/19,5000,184987,0,1,0,1,1,0,0,0,0,0,0
3/2/19,97824.024,62.29166667,3/1/19,3/2/19,3500,253235,0,0,0,0,0,1,1,0,0,0,0
3/3/19,86341.716,61.41666667,2/28/19,3/3/19,5000,184987,0,1,0,1,1,0,0,0,0,0,0
3/4/19,96893.64,59.625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/5/19,116789.652,61.89583333,3/5/19,3/7/19,12000,516159,0,0,0,1,1,0,0,0,0,0,0
3/6/19,124722.972,57.60416667,3/6/19,3/7/19,12000,480203,1,1,1,0,0,0,0,0,0,0,0
3/6/19,124722.972,57.60416667,3/5/19,3/7/19,12000,516159,0,0,0,1,1,0,0,0,0,0,0
3/7/19,112348.044,59.33333333,3/6/19,3/7/19,12000,480203,1,1,1,0,0,0,0,0,0,0,0
3/7/19,112348.044,59.33333333,3/5/19,3/7/19,12000,516159,0,0,0,1,1,0,0,0,0,0,0
3/8/19,79305.336,52.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/19,71716.806,51.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/19,57634.2,53.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/19,81932.256,54.77083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/19,85569.624,57.00138889,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/13/19,85078.404,52.1875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/19,82870.632,51.64583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/19,88865.676,55.29166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/19,98844.84,60.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/19,151176.096,62.89583333,3/17/19,3/20/19,46000,2184344,1,1,1,1,1,1,1,0,0,0,1
3/18/19,149086.98,64.97916667,3/17/19,3/20/19,46000,2184344,1,1,1,1,1,1,1,0,0,0,1
3/19/19,153991.799,66.35416667,3/17/19,3/20/19,46000,2184344,1,1,1,1,1,1,1,0,0,0,1
3/20/19,137445.948,59.89583333,3/17/19,3/20/19,46000,2184344,1,1,1,1,1,1,1,0,0,0,1
3/21/19,97642.116,55.27083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/19,81938.952,59.0625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/19,79799.22,62.9375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/24/19,82647.036,61.91666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/19,99994.044,64.10416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/26/19,125430,67.41666667,3/26/19,3/27/19,39000,504433,0,0,0,0,0,1,1,0,0,0,0
3/26/19,125430,67.41666667,3/26/19,3/28/19,3500,563276,0,1,0,1,1,0,0,0,0,0,0
3/27/19,138907.116,68.5,3/27/19,3/28/19,3000,107786,1,1,1,0,0,0,0,0,0,0,0
3/27/19,138907.116,68.5,3/27/19,3/28/19,6000,372034,1,1,1,0,0,0,0,0,0,0,0
3/27/19,138907.116,68.5,3/26/19,3/27/19,39000,504433,0,0,0,0,0,1,1,0,0,0,0
3/27/19,138907.116,68.5,3/26/19,3/28/19,3500,563276,0,1,0,1,1,0,0,0,0,0,0
3/28/19,118854.648,64.54166667,3/27/19,3/28/19,3000,107786,1,1,1,0,0,0,0,0,0,0,0
3/28/19,118854.648,64.54166667,3/27/19,3/28/19,6000,372034,1,1,1,0,0,0,0,0,0,0,0
3/28/19,118854.648,64.54166667,3/26/19,3/28/19,3500,563276,0,1,0,1,1,0,0,0,0,0,0
3/29/19,98472.636,62.8125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/19,99771.948,61.83333333,3/30/19,3/31/19,5000,52349,0,0,0,0,0,1,1,0,0,0,0
3/30/19,99771.948,61.83333333,3/30/19,3/31/19,2200,72066,0,0,0,0,0,1,1,0,0,0,0
3/31/19,94696.02,63.45833333,3/30/19,3/31/19,5000,52349,0,0,0,0,0,1,1,0,0,0,0
3/31/19,94696.02,63.45833333,3/30/19,3/31/19,2200,72066,0,0,0,0,0,1,1,0,0,0,0
4/1/19,99629.928,65.83333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/19,112130.208,70.0625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/19,116107.884,66.95833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/4/19,133123.576,68.35416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/19,136553.716,67.08333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/19,148819.834,67.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/7/19,193147.42,71.6875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/8/19,238416.377,76.3125,4/8/19,4/11/19,90000,2184344,1,1,1,1,1,1,1,0,0,0,1
4/9/19,243025.407,72.6875,4/8/19,4/11/19,90000,2184344,1,1,1,1,1,1,1,0,0,0,1
4/10/19,218427.796,62.375,4/8/19,4/11/19,90000,2184344,1,1,1,1,1,1,1,0,0,0,1
4/11/19,175084.632,63.79166667,4/8/19,4/11/19,90000,2184344,1,1,1,1,1,1,1,0,0,0,1
4/12/19,97715.556,60.27777778,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/19,89259.588,63.95833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/19,76800.996,70.77083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/19,96485.328,72.79166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/19,81895.644,58.97916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/19,77609.376,67.64583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/19,78779.347,73.08333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/19,82049.43,76.95833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/19,75961.718,77.64583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/21/19,76572.262,70.875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/19,88405.776,71.3125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/19,101536.704,76.97916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/19,119501.136,79.79166667,4/24/19,4/25/19,3000,326850,0,1,0,1,1,0,0,0,0,0,0
4/24/19,119501.136,79.79166667,4/24/19,4/26/19,5000,475515,1,1,1,0,0,0,0,0,0,0,0
4/25/19,131407.02,83.125,4/24/19,4/25/19,3000,326850,0,1,0,1,1,0,0,0,0,0,0
4/25/19,131407.02,83.125,4/24/19,4/26/19,5000,475515,1,1,1,0,0,0,0,0,0,0,0
4/26/19,119782.224,84.66666667,4/26/19,4/28/19,13000,200941,0,0,0,0,0,1,1,0,0,0,0
4/26/19,119782.224,84.66666667,4/24/19,4/26/19,5000,475515,1,1,1,0,0,0,0,0,0,0,0
4/27/19,103929.048,83.54166667,4/26/19,4/28/19,13000,200941,0,0,0,0,0,1,1,0,0,0,0
4/28/19,102620.088,82.33333333,4/28/19,4/28/19,2000,58617,0,0,0,0,0,1,1,0,0,0,0
4/28/19,102620.088,82.33333333,4/26/19,4/28/19,13000,200941,0,0,0,0,0,1,1,0,0,0,0
4/29/19,82943.352,67.95833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/19,81425.88,67.58333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/19,89926.812,66.79166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/2/19,92493.828,70.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/3/19,101030.472,75.54166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/4/19,107453.772,78.375,5/4/19,5/4/19,3000,52887,0,0,0,0,0,1,0,0,0,0,0
5/5/19,109336.572,78.875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/19,129019.68,73.29166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/19,185197.788,73.22222222,5/7/19,5/9/19,14000,762482,0,0,0,0,0,1,1,0,0,0,1
5/7/19,185197.788,73.22222222,5/7/19,5/9/19,37000,1185395,0,1,1,1,1,0,0,0,0,0,1
5/8/19,175258.476,75.44791667,5/7/19,5/9/19,14000,762482,0,0,0,0,0,1,1,0,0,0,1
5/8/19,175258.476,75.44791667,5/7/19,5/9/19,37000,1185395,0,1,1,1,1,0,0,0,0,0,1
5/9/19,145448.1,69.02083333,5/7/19,5/9/19,14000,762482,0,0,0,0,0,1,1,0,0,0,1
5/9/19,145448.1,69.02083333,5/7/19,5/9/19,37000,1185395,0,1,1,1,1,0,0,0,0,0,1
5/10/19,102428.444,65.86458333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/19,100858.407,73,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/19,87404.472,77.22916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/19,92879.532,81.1875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/19,103786.092,82.97916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/19,113436.388,80.97916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/19,110233.307,68.85416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/19,106376.796,64.86111111,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/19,114864.408,70.6875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/19,107418.672,64.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/19,141225.72,62.95833333,5/20/19,5/22/19,34000,2184344,1,1,1,1,1,1,1,0,0,0,0
5/21/19,145975.236,64.14236111,5/20/19,5/22/19,34000,2184344,1,1,1,1,1,1,1,0,0,0,0
5/22/19,131305.068,58.33333333,5/20/19,5/22/19,34000,2184344,1,1,1,1,1,1,1,0,0,0,0
5/23/19,94775.364,61.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/19,95965.056,69.41666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/19,77904.072,74.125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/19,67388.868,68.10416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/19,51571.656,63.22916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/19,83766.528,70.60416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/19,102706.992,74.58333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/19,114060.852,79.14583333,5/30/19,6/3/19,7500,387636,0,0,0,0,0,1,1,0,0,0,0
5/31/19,110616.3,80.75,5/30/19,6/3/19,7500,387636,0,0,0,0,0,1,1,0,0,0,0
6/1/19,110755.476,81.39583333,5/30/19,6/3/19,7500,387636,0,0,0,0,0,1,1,0,0,0,0
6/2/19,123311.376,80.875,5/30/19,6/3/19,7500,387636,0,0,0,0,0,1,1,0,0,0,0
6/3/19,142879.284,82.85416667,6/3/19,6/4/19,10,54931,0,0,0,0,0,1,0,0,0,0,0
6/3/19,142879.284,82.85416667,6/3/19,6/5/19,8000,263279,1,1,1,0,0,0,0,0,0,0,0
6/3/19,142879.284,82.85416667,5/30/19,6/3/19,7500,387636,0,0,0,0,0,1,1,0,0,0,0
6/4/19,128614.032,86.64583333,6/3/19,6/4/19,10,54931,0,0,0,0,0,1,0,0,0,0,0
6/4/19,128614.032,86.64583333,6/3/19,6/5/19,8000,263279,1,1,1,0,0,0,0,0,0,0,0
6/5/19,127659.6,91.125,6/3/19,6/5/19,8000,263279,1,1,1,0,0,0,0,0,0,0,0
6/6/19,142567.164,92.6875,6/6/19,6/8/19,21000,821920,1,1,1,1,1,0,0,0,0,0,1
6/7/19,132253.488,87.66666667,6/6/19,6/8/19,21000,821920,1,1,1,1,1,0,0,0,0,0,1
6/8/19,112676.112,82.70833333,6/8/19,6/9/19,5000,52349,0,0,0,0,0,1,1,0,0,0,0
6/8/19,112676.112,82.70833333,6/6/19,6/8/19,21000,821920,1,1,1,1,1,0,0,0,0,0,1
6/9/19,93764.124,81.64583333,6/8/19,6/9/19,5000,52349,0,0,0,0,0,1,1,0,0,0,0
6/10/19,91214.496,85.79166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/19,107103.564,90.85416667,6/11/19,6/13/19,4000,271563,1,1,1,0,0,0,0,0,0,0,0
6/12/19,108915.192,94.14583333,6/11/19,6/13/19,4000,271563,1,1,1,0,0,0,0,0,0,0,0
6/13/19,112747.32,94.72916667,6/11/19,6/13/19,4000,271563,1,1,1,0,0,0,0,0,0,0,0
6/14/19,113389.812,88.77083333,6/14/19,6/16/19,15000,217855,1,1,1,0,0,0,0,0,0,0,0
6/15/19,137304.936,90.97916667,6/14/19,6/16/19,15000,217855,1,1,1,0,0,0,0,0,0,0,0
6/15/19,137304.936,90.97916667,6/15/19,6/17/19,25000,724790,1,1,0,1,1,0,0,0,0,0,0
6/16/19,132993.252,90.95833333,6/14/19,6/16/19,15000,217855,1,1,1,0,0,0,0,0,0,0,0
6/16/19,132993.252,90.95833333,6/15/19,6/17/19,25000,724790,1,1,0,1,1,0,0,0,0,0,0
6/17/19,122750.244,87.52083333,6/15/19,6/17/19,25000,724790,1,1,0,1,1,0,0,0,0,0,0
6/18/19,107260.2,90.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/19,101319.912,93.95833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/19,116554.14,93.16666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/19,115011.288,87.04166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/19,140293.26,82.04166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/19,143937.324,83.66666667,6/23/19,6/25/19,18000,1177490,0,1,1,1,1,0,0,0,0,0,0
6/24/19,157207.464,88.9375,6/23/19,6/25/19,18000,1177490,0,1,1,1,1,0,0,0,0,0,0
6/25/19,168311.592,90.27083333,6/23/19,6/25/19,18000,1177490,0,1,1,1,1,0,0,0,0,0,0
6/26/19,148266.756,89,6/26/19,6/27/19,3000,208456,0,0,0,0,0,1,1,0,0,0,0
6/27/19,140347.8,88.89583333,6/27/19,6/29/19,500,72066,0,0,0,0,0,1,1,0,0,0,0
6/27/19,140347.8,88.89583333,6/26/19,6/27/19,3000,208456,0,0,0,0,0,1,1,0,0,0,0
6/28/19,113812.38,90.36111111,6/27/19,6/29/19,500,72066,0,0,0,0,0,1,1,0,0,0,0
6/29/19,104833.656,91.14583333,6/27/19,6/29/19,500,72066,0,0,0,0,0,1,1,0,0,0,0
6/30/19,104445,91.16666667,6/30/19,7/5/19,3000,248861,0,0,0,0,0,1,1,0,0,0,0
7/1/19,119602.44,93.3125,6/30/19,7/5/19,3000,248861,0,0,0,0,0,1,1,0,0,0,0
7/2/19,111804.768,92.0625,6/30/19,7/5/19,3000,248861,0,0,0,0,0,1,1,0,0,0,0
7/3/19,109730.232,89.89583333,6/30/19,7/5/19,3000,248861,0,0,0,0,0,1,1,0,0,0,0
7/4/19,97730.82,89.25,6/30/19,7/5/19,3000,248861,0,0,0,0,0,1,1,0,0,0,0
7/5/19,127031.904,90.66666667,6/30/19,7/5/19,3000,248861,0,0,0,0,0,1,1,0,0,0,0
7/5/19,127031.904,90.66666667,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/6/19,116106.336,92.66666667,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/7/19,107986.644,91.1875,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/8/19,118061.496,89.0625,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/9/19,111536.28,91.02083333,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/10/19,121602.24,94.25,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/11/19,127115.388,97.20833333,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/12/19,135475.812,96.79861111,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/13/19,137284.488,97.85416667,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/14/19,140315.868,99.9375,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/15/19,149710.319,98.44444444,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/16/19,202896.519,96.83333333,7/16/19,7/18/19,5000,248861,0,0,0,0,0,1,1,0,0,0,0
7/16/19,202896.519,96.83333333,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/17/19,202582.716,94.0625,7/17/19,7/21/19,4000,101886,1,0,1,0,0,0,0,0,0,0,0
7/17/19,202582.716,94.0625,7/16/19,7/18/19,5000,248861,0,0,0,0,0,1,1,0,0,0,0
7/17/19,202582.716,94.0625,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/17/19,202582.716,94.0625,7/17/19,7/20/19,18500,718036,0,1,0,1,1,0,0,0,0,0,0
7/18/19,203934.27,94.0625,7/17/19,7/21/19,4000,101886,1,0,1,0,0,0,0,0,0,0,0
7/18/19,203934.27,94.0625,7/16/19,7/18/19,5000,248861,0,0,0,0,0,1,1,0,0,0,0
7/18/19,203934.27,94.0625,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/18/19,203934.27,94.0625,7/17/19,7/20/19,18500,718036,0,1,0,1,1,0,0,0,0,0,0
7/19/19,199677.204,93.33333333,7/19/19,7/20/19,1500,57262,0,0,0,0,0,1,1,0,0,0,0
7/19/19,199677.204,93.33333333,7/17/19,7/21/19,4000,101886,1,0,1,0,0,0,0,0,0,0,0
7/19/19,199677.204,93.33333333,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/19/19,199677.204,93.33333333,7/17/19,7/20/19,18500,718036,0,1,0,1,1,0,0,0,0,0,0
7/20/19,172400.364,93.63194444,7/19/19,7/20/19,1500,57262,0,0,0,0,0,1,1,0,0,0,0
7/20/19,172400.364,93.63194444,7/17/19,7/21/19,4000,101886,1,0,1,0,0,0,0,0,0,0,0
7/20/19,172400.364,93.63194444,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/20/19,172400.364,93.63194444,7/17/19,7/20/19,18500,718036,0,1,0,1,1,0,0,0,0,0,0
7/21/19,137474.604,95.875,7/17/19,7/21/19,4000,101886,1,0,1,0,0,0,0,0,0,0,0
7/21/19,137474.604,95.875,7/5/19,7/21/19,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/22/19,109584.288,97.625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/19,117867.78,96.90625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/19,114251.652,92.875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/19,149354.928,92.64583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/19,167677.056,96.04861111,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/19,178697.664,97.10416667,7/27/19,7/31/19,44000,2184344,1,1,1,1,1,1,1,0,0,0,0
7/28/19,235044.936,99.85416667,7/27/19,7/31/19,44000,2184344,1,1,1,1,1,1,1,0,0,0,0
7/29/19,213799.14,101.3472222,7/27/19,7/31/19,44000,2184344,1,1,1,1,1,1,1,0,0,0,0
7/30/19,205714.332,98.39583333,7/27/19,7/31/19,44000,2184344,1,1,1,1,1,1,1,0,0,0,0
7/31/19,191241.756,89.52083333,7/27/19,7/31/19,44000,2184344,1,1,1,1,1,1,1,0,0,0,0
8/1/19,117713.52,92.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/19,95771.412,96.91666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/19,98316.828,98.14583333,8/3/19,8/4/19,1000,122625,0,0,0,0,0,1,1,0,0,0,0
8/4/19,97327.26,98.875,8/3/19,8/4/19,1000,122625,0,0,0,0,0,1,1,0,0,0,0
8/5/19,97762.032,99.85416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/19,102201.66,96.27083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/19,112875.292,89.42361111,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/19,116472.508,90.10416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/19,121451.364,92.29166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/19,133664.184,89.52083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/19,233045.784,88.58333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/19,252513.468,91.20833333,8/12/19,8/14/19,78000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/13/19,235950.732,94.41666667,8/12/19,8/14/19,78000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/14/19,211052.844,96.3125,8/12/19,8/14/19,78000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/15/19,122146.093,97.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/19,121380.048,96.90277778,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/19,105359.94,95.25,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/18/19,120279.708,90.97916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/19,124151.832,91.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/19,119301.048,92.69444444,8/20/19,8/23/19,40,2452,0,0,0,0,0,0,1,0,0,0,0
8/20/19,119301.048,92.69444444,8/20/19,8/25/19,15,224944,0,0,0,0,0,1,0,0,0,0,0
8/21/19,124887.06,95.08333333,8/20/19,8/23/19,40,2452,0,0,0,0,0,0,1,0,0,0,0
8/21/19,124887.06,95.08333333,8/20/19,8/25/19,15,224944,0,0,0,0,0,1,0,0,0,0,0
8/21/19,124887.06,95.08333333,8/21/19,8/24/19,7100,271846,1,1,1,0,0,0,0,0,0,0,0
8/22/19,137253.672,94.89583333,8/20/19,8/23/19,40,2452,0,0,0,0,0,0,1,0,0,0,0
8/22/19,137253.672,94.89583333,8/20/19,8/25/19,15,224944,0,0,0,0,0,1,0,0,0,0,0
8/22/19,137253.672,94.89583333,8/21/19,8/24/19,7100,271846,1,1,1,0,0,0,0,0,0,0,0
8/22/19,137253.672,94.89583333,8/22/19,8/25/19,10000,366904,0,0,0,1,1,0,0,0,0,0,0
8/23/19,131885.208,94.14583333,8/20/19,8/23/19,40,2452,0,0,0,0,0,0,1,0,0,0,0
8/23/19,131885.208,94.14583333,8/20/19,8/25/19,15,224944,0,0,0,0,0,1,0,0,0,0,0
8/23/19,131885.208,94.14583333,8/21/19,8/24/19,7100,271846,1,1,1,0,0,0,0,0,0,0,0
8/23/19,131885.208,94.14583333,8/22/19,8/25/19,10000,366904,0,0,0,1,1,0,0,0,0,0,0
8/24/19,133776.756,93.02777778,8/20/19,8/25/19,15,224944,0,0,0,0,0,1,0,0,0,0,0
8/24/19,133776.756,93.02777778,8/21/19,8/24/19,7100,271846,1,1,1,0,0,0,0,0,0,0,0
8/24/19,133776.756,93.02777778,8/22/19,8/25/19,10000,366904,0,0,0,1,1,0,0,0,0,0,0
8/25/19,126726.3,95.6875,8/20/19,8/25/19,15,224944,0,0,0,0,0,1,0,0,0,0,0
8/25/19,126726.3,95.6875,8/22/19,8/25/19,10000,366904,0,0,0,1,1,0,0,0,0,0,0
8/26/19,100477.008,96.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/19,99784.584,97.3125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/19,99033.624,98.70833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/19,103368.888,96.09722222,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/19,111829.248,96.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/19,105935.544,95.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/19,111431.988,95.9375,9/1/19,9/1/19,10000,435080,1,1,0,0,0,0,0,0,0,0,1
9/2/19,65548.26,91.6875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/19,108280.872,94.72916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/19,104999.868,96.3125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/19,115580.952,94.5625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/19,139338.485,93.8125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/19,162578.526,94.0625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/19,159173.436,86.5,9/8/19,9/11/19,23000,1185395,0,1,1,1,1,0,0,0,0,0,0
9/9/19,171365.655,85.8125,9/8/19,9/11/19,23000,1185395,0,1,1,1,1,0,0,0,0,0,0
9/10/19,159474.635,83.85416667,9/8/19,9/11/19,23000,1185395,0,1,1,1,1,0,0,0,0,0,0
9/11/19,151097.508,80.45833333,9/8/19,9/11/19,23000,1185395,0,1,1,1,1,0,0,0,0,0,0
9/12/19,105846.984,82.60416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/19,134214.084,84.85416667,9/13/19,9/15/19,17000,241445,0,0,0,0,0,1,1,0,0,0,1
