Date,Usage,Temperature,Event_Start,Event_End,Attendance,Total_sq_ft,Hall_A,Meeting_Room_A,Main_Room,Hall_B,Meeting_Room_B,Hall_C,Meeting_Room_C,Hall_D,Meeting_Room_D,Terrace,Parking
7/20/18,176388.768,92.54166667,7/6/18,7/22/18,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/21/18,174644.64,89.1875,7/20/18,7/21/18,1500,57883,0,0,0,0,0,1,1,0,0,0,0
7/21/18,174644.64,89.1875,7/19/18,7/21/18,10000,489163,0,1,0,1,1,0,0,0,0,0,0
7/21/18,174644.64,89.1875,7/6/18,7/22/18,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/22/18,119296.044,92.85416667,7/6/18,7/22/18,15000,512128,0,0,0,0,0,1,1,0,0,0,0
7/23/18,106510.788,99.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/18,116793.576,101.6416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/18,135791.208,102.6180556,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/18,172446.984,103,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/18,225721.764,102.2916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/18,233934.048,102.2708333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/18,242134.74,96.84375,7/29/18,8/1/18,44000,2184344,1,1,1,1,1,1,1,0,0,0,1
7/30/18,225754.56,97.97916667,7/29/18,8/1/18,44000,2184344,1,1,1,1,1,1,1,0,0,0,1
7/31/18,219833.604,97.8125,7/29/18,8/1/18,44000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/1/18,202754.952,100.5625,7/29/18,8/1/18,44000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/2/18,138249.972,95.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/18,115535.484,93.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/18,104529.6,99.64583333,8/4/18,8/5/18,1000,70807,0,0,0,0,0,1,1,0,0,0,0
8/5/18,96488.929,96.875,8/5/18,8/6/18,1000,18237,0,0,0,0,0,0,1,0,0,0,0
8/5/18,96488.929,96.875,8/4/18,8/5/18,1000,70807,0,0,0,0,0,1,1,0,0,0,0
8/6/18,100947.186,96.95833333,8/5/18,8/6/18,1000,18237,0,0,0,0,0,0,1,0,0,0,0
8/7/18,113910.801,98.8125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/18,121556.481,96.8125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/18,126127.584,97.625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/18,148685.544,97.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/18,191011.5,94.4375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/18,222658.862,89.9375,8/12/18,8/15/18,85000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/13/18,239692.273,95.875,8/12/18,8/15/18,85000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/14/18,234568.981,96.35416667,8/12/18,8/15/18,85000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/15/18,226809.423,92.04166667,8/12/18,8/15/18,85000,2184344,1,1,1,1,1,1,1,0,0,0,1
8/16/18,110218.536,89.96527778,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/18,111759.192,93.3125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/18/18,103927.608,97.27083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/18,98178.48,99.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/18,112150.584,99.10416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/18,127958.724,96.47916667,8/21/18,8/26/18,10,224944,0,0,0,0,0,1,0,0,0,0,0
8/22/18,129244.284,92.77083333,8/22/18,8/25/18,7100,177710,0,1,0,1,1,0,0,0,0,0,0
8/22/18,129244.284,92.77083333,8/21/18,8/26/18,10,224944,0,0,0,0,0,1,0,0,0,0,0
8/23/18,123136.164,93.97916667,8/22/18,8/25/18,7100,177710,0,1,0,1,1,0,0,0,0,0,0
8/23/18,123136.164,93.97916667,8/21/18,8/26/18,10,224944,0,0,0,0,0,1,0,0,0,0,0
8/24/18,116806.248,92.54166667,8/22/18,8/25/18,7100,177710,0,1,0,1,1,0,0,0,0,0,0
8/24/18,116806.248,92.54166667,8/21/18,8/26/18,10,224944,0,0,0,0,0,1,0,0,0,0,0
8/25/18,125540.856,92.79166667,8/25/18,8/25/18,2000,174428,0,0,0,0,0,1,1,0,0,0,1
8/25/18,125540.856,92.79166667,8/22/18,8/25/18,7100,177710,0,1,0,1,1,0,0,0,0,0,0
8/25/18,125540.856,92.79166667,8/21/18,8/26/18,10,224944,0,0,0,0,0,1,0,0,0,0,0
8/26/18,101886.444,93.45833333,8/21/18,8/26/18,10,224944,0,0,0,0,0,1,0,0,0,0,0
8/27/18,89432.764,90.29166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/18,76691.08,88.77083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/18,92354.064,89.52083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/18,90936.114,91.83333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/18,94241.268,90.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/18,87853.14,89.66666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/18,76834.692,89.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/18,65696.076,87.29166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/18,118420.812,86.45833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/18,94328.484,88.54166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/18,108695.376,90.47916667,9/6/18,9/6/18,500,23917,0,0,0,0,0,0,1,0,0,0,0
9/6/18,108695.376,90.47916667,9/6/18,9/8/18,3000,118108,0,1,0,1,1,0,0,0,0,0,0
9/7/18,110187.396,92.25,9/6/18,9/8/18,3000,118108,0,1,0,1,1,0,0,0,0,0,0
9/8/18,107125.128,94.77083333,9/6/18,9/8/18,3000,118108,0,1,0,1,1,0,0,0,0,0,0
9/9/18,123448.392,93.875,9/9/18,9/9/18,10000,422103,0,0,0,0,0,1,1,0,0,0,1
9/10/18,109743.408,91.47916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/18,17681.76,90.16666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/18,134967.492,89.02083333,9/12/18,9/14/18,9000,485114,1,1,1,0,0,0,0,0,0,0,0
9/13/18,123646.032,86.66666667,9/12/18,9/14/18,9000,485114,1,1,1,0,0,0,0,0,0,0,0
9/14/18,146225.448,88,9/14/18,9/15/18,45000,387636,0,0,0,0,0,1,1,0,0,0,0
9/14/18,146225.448,88,9/12/18,9/14/18,9000,485114,1,1,1,0,0,0,0,0,0,0,0
9/15/18,134554.176,89.41666667,9/15/18,9/16/18,5000,53596,0,0,0,0,0,1,1,0,0,0,0
9/15/18,134554.176,89.41666667,9/15/18,9/15/18,3000,61734,0,0,0,0,0,0,1,0,1,1,0
9/15/18,134554.176,89.41666667,9/14/18,9/15/18,45000,387636,0,0,0,0,0,1,1,0,0,0,0
9/16/18,98090.604,90.0625,9/15/18,9/16/18,5000,53596,0,0,0,0,0,1,1,0,0,0,0
9/17/18,94355.568,89.125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/18,95177.844,88.04166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/18,95767.2,86.22916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/18,114165.72,82.97916667,9/20/18,9/20/18,5000,108242,1,1,1,0,0,0,0,0,0,0,0
9/21/18,102148.056,85.66666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/18,110613.708,87.72916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/18,127132.438,88.41666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/18,144495.502,88.35416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/18,173856.792,85.77083333,9/25/18,9/28/18,6000,389997,0,0,0,0,0,1,1,0,0,0,0
9/25/18,173856.792,85.77083333,9/25/18,9/27/18,21000,1221119,0,0,0,0,0,0,0,0,0,0,0
9/26/18,168833.145,83.6875,9/25/18,9/28/18,6000,389997,0,0,0,0,0,1,1,0,0,0,0
9/26/18,168833.145,83.6875,9/25/18,9/27/18,21000,1221119,0,0,0,0,0,0,0,0,0,0,0
9/27/18,152898.973,84.125,9/25/18,9/28/18,6000,389997,0,0,0,0,0,1,1,0,0,0,0
9/27/18,152898.973,84.125,9/25/18,9/27/18,21000,1221119,0,0,0,0,0,0,0,0,0,0,0
9/28/18,113598.288,86.29166667,9/25/18,9/28/18,6000,389997,0,0,0,0,0,1,1,0,0,0,0
9/29/18,95486.796,87.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/18,78738.552,85.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/18,98476.02,81.10416667,10/1/18,10/1/18,250,17311,0,1,0,0,0,0,0,0,0,0,0
10/2/18,100960.632,79.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/18,106897.104,79.42361111,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/18,104365.692,72.91666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/18,103261.464,74.9375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/6/18,112824.792,70.375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/18,119794.357,65.625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/18,162694.538,69.1875,10/8/18,10/11/18,7000,998949,0,0,0,0,0,1,1,0,0,0,0
10/8/18,162694.538,69.1875,10/8/18,10/10/18,24000,1185395,0,1,1,1,1,0,0,0,0,0,0
10/9/18,176871.273,70.97916667,10/8/18,10/11/18,7000,998949,0,0,0,0,0,1,1,0,0,0,0
10/9/18,176871.273,70.97916667,10/8/18,10/10/18,24000,1185395,0,1,1,1,1,0,0,0,0,0,0
10/10/18,162311.887,71.02083333,10/8/18,10/11/18,7000,998949,0,0,0,0,0,1,1,0,0,0,0
10/10/18,162311.887,71.02083333,10/8/18,10/10/18,24000,1185395,0,1,1,1,1,0,0,0,0,0,0
10/11/18,119936.808,70.25,10/8/18,10/11/18,7000,998949,0,0,0,0,0,1,1,0,0,0,0
10/12/18,99295.956,71.0625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/18,97539.84,71.02083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/18,85765.716,64.94444444,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/18,81538.344,60.16666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/18,98985.492,62.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/18,144940.088,62.97916667,10/17/18,10/18/18,4500,144576,0,0,0,0,0,1,1,0,0,0,0
10/17/18,144940.088,62.97916667,10/17/18,10/18/18,2000,199348,0,0,0,0,0,1,1,0,0,0,0
10/18/18,143332.706,65.83333333,10/17/18,10/18/18,4500,144576,0,0,0,0,0,1,1,0,0,0,0
10/18/18,143332.706,65.83333333,10/17/18,10/18/18,2000,199348,0,0,0,0,0,1,1,0,0,0,0
10/18/18,143332.706,65.83333333,10/18/18,10/20/18,23000,718123,0,1,0,1,1,0,0,0,0,0,0
10/19/18,144351.093,69.75,10/19/18,10/21/18,14000,467272,1,1,1,0,0,0,0,0,0,0,0
10/19/18,144351.093,69.75,10/18/18,10/20/18,23000,718123,0,1,0,1,1,0,0,0,0,0,0
10/20/18,141031.947,71.95833333,10/19/18,10/21/18,14000,467272,1,1,1,0,0,0,0,0,0,0,0
10/20/18,141031.947,71.95833333,10/18/18,10/20/18,23000,718123,0,1,0,1,1,0,0,0,0,0,0
10/21/18,112905.612,69.62777778,10/19/18,10/21/18,14000,467272,1,1,1,0,0,0,0,0,0,0,0
10/22/18,90752.724,68.58333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/18,101250.756,69.16666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/18,101570.688,71.375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/18,112659.768,71.54166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/18,118929.564,70.5625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/27/18,122537.844,70.27083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/18,133472.736,70.125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/18,157348.944,73.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/18,231418.368,68.08333333,10/30/18,11/2/18,160000,2184344,1,1,1,1,1,1,1,0,0,0,1
10/31/18,210627.792,61.3125,10/30/18,11/2/18,160000,2184344,1,1,1,1,1,1,1,0,0,0,1
11/1/18,205492.104,65.75,10/30/18,11/2/18,160000,2184344,1,1,1,1,1,1,1,0,0,0,1
11/2/18,193754.7,68.5,10/30/18,11/2/18,160000,2184344,1,1,1,1,1,1,1,0,0,0,1
11/3/18,117255.24,68.8125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/18,103037.76,64.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/5/18,96339.852,65.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/6/18,96382.368,64.95833333,11/6/18,11/8/18,2000,104133,0,1,0,1,1,0,0,0,0,0,0
11/6/18,96382.368,64.95833333,11/6/18,11/7/18,4500,294600,0,0,0,0,0,0,1,0,0,0,0
11/7/18,95608.296,61.52083333,11/6/18,11/8/18,2000,104133,0,1,0,1,1,0,0,0,0,0,0
11/7/18,95608.296,61.52083333,11/7/18,11/8/18,1500,110956,1,1,1,0,0,0,0,0,0,0,0
11/7/18,95608.296,61.52083333,11/6/18,11/7/18,4500,294600,0,0,0,0,0,0,1,0,0,0,0
11/8/18,98729.928,58.77083333,11/6/18,11/8/18,2000,104133,0,1,0,1,1,0,0,0,0,0,0
11/8/18,98729.928,58.77083333,11/7/18,11/8/18,1500,110956,1,1,1,0,0,0,0,0,0,0,0
11/8/18,98729.928,58.77083333,11/8/18,11/10/18,66500,251642,0,0,0,0,0,1,1,0,0,0,0
11/9/18,104426.388,55.79166667,11/9/18,11/10/18,10000,186514,0,0,0,0,0,1,1,0,0,0,0
11/9/18,104426.388,55.79166667,11/8/18,11/10/18,66500,251642,0,0,0,0,0,1,1,0,0,0,0
11/10/18,108316.332,53.85416667,11/10/18,11/11/18,5000,52349,0,0,0,0,0,1,1,0,0,0,0
11/10/18,108316.332,53.85416667,11/9/18,11/10/18,10000,186514,0,0,0,0,0,1,1,0,0,0,0
11/10/18,108316.332,53.85416667,11/8/18,11/10/18,66500,251642,0,0,0,0,0,1,1,0,0,0,0
11/11/18,78465.852,55.09722222,11/10/18,11/11/18,5000,52349,0,0,0,0,0,1,1,0,0,0,0
11/12/18,86141.376,50.02083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/18,103248.864,50.58333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/18,126062.604,55.8125,11/14/18,11/17/18,10000,480111,1,1,1,0,0,0,0,0,0,0,0
11/14/18,126062.604,55.8125,11/14/18,11/16/18,25000,704315,0,1,0,1,1,0,0,0,0,0,0
11/15/18,136678.105,57.8125,11/14/18,11/17/18,10000,480111,1,1,1,0,0,0,0,0,0,0,0
11/15/18,136678.105,57.8125,11/15/18,11/17/18,15000,500321,0,0,0,0,0,1,1,0,0,0,1
11/15/18,136678.105,57.8125,11/14/18,11/16/18,25000,704315,0,1,0,1,1,0,0,0,0,0,0
11/16/18,129639.276,56.72916667,11/14/18,11/17/18,10000,480111,1,1,1,0,0,0,0,0,0,0,0
11/16/18,129639.276,56.72916667,11/15/18,11/17/18,15000,500321,0,0,0,0,0,1,1,0,0,0,1
11/16/18,129639.276,56.72916667,11/14/18,11/16/18,25000,704315,0,1,0,1,1,0,0,0,0,0,0
11/17/18,114498.828,55.4375,11/17/18,11/18/18,4000,122625,0,0,0,0,0,1,1,0,0,0,0
11/17/18,114498.828,55.4375,11/14/18,11/17/18,10000,480111,1,1,1,0,0,0,0,0,0,0,0
11/17/18,114498.828,55.4375,11/15/18,11/17/18,15000,500321,0,0,0,0,0,1,1,0,0,0,1
11/18/18,91234.404,54.85416667,11/18/18,11/18/18,3000,62533,0,0,0,0,0,1,0,0,0,0,0
11/18/18,91234.404,54.85416667,11/17/18,11/18/18,4000,122625,0,0,0,0,0,1,1,0,0,0,0
11/19/18,81514.8,52.45833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/18,78939.648,54.66666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/18,71675.604,56.54166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/18,57502.116,60,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/18,69011.892,54.58333333,11/23/18,11/25/18,17000,345756,1,1,1,0,0,0,0,0,0,0,1
11/24/18,80274.193,56,11/24/18,11/25/18,5000,51741,0,0,0,0,0,1,0,0,0,0,0
11/24/18,80274.193,56,11/23/18,11/25/18,17000,345756,1,1,1,0,0,0,0,0,0,0,1
11/25/18,72587.825,52.02083333,11/24/18,11/25/18,5000,51741,0,0,0,0,0,1,0,0,0,0,0
11/25/18,72587.825,52.02083333,11/23/18,11/25/18,17000,345756,1,1,1,0,0,0,0,0,0,0,1
11/26/18,74785.824,51.22916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/18,72205.488,52.29166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/18,77226.336,54.85416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/18,80237.052,54.0625,11/29/18,11/29/18,1000,55923,0,1,0,0,0,0,0,0,0,0,0
11/30/18,89606.16,54.375,11/30/18,12/1/18,2000,106159,1,0,1,0,0,0,0,0,0,0,0
12/1/18,73317.456,51.27083333,11/30/18,12/1/18,2000,106159,1,0,1,0,0,0,0,0,0,0,0
12/2/18,65010.456,48.77083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/18,76253.688,45.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/18,80607.24,46.58333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/18,84388.464,46.04166667,12/5/18,12/6/18,4500,346483,0,1,0,1,0,0,0,0,0,0,0
12/6/18,106472.34,49.66666667,12/5/18,12/6/18,4500,346483,0,1,0,1,0,0,0,0,0,0,0
12/6/18,106472.34,49.66666667,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/6/18,106472.34,49.66666667,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/7/18,101564.1,50.85416667,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/7/18,101564.1,50.85416667,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/8/18,97967.052,51.97916667,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/8/18,97967.052,51.97916667,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/9/18,102058.488,51,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/9/18,102058.488,51,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/10/18,100166.832,52.70833333,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/10/18,100166.832,52.70833333,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/11/18,104190.732,54.8125,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/11/18,104190.732,54.8125,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/12/18,104285.448,53.3125,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/12/18,104285.448,53.3125,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/13/18,105084.108,48.75,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/13/18,105084.108,48.75,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/14/18,105938.1,48.14583333,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/14/18,105938.1,48.14583333,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/15/18,94934.412,51.95833333,12/6/18,12/15/18,102000,471326,0,0,0,0,0,1,1,0,0,0,1
12/15/18,94934.412,51.95833333,12/6/18,12/15/18,5000,512128,0,0,0,0,0,1,1,0,0,0,0
12/16/18,76796.532,51.79166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/18,73145.484,50.83333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/18,85742.212,50.65972222,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/18,84751.34,53.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/18,82152.398,53.875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/18,89128.62,53.54166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/18,73333.62,53.4375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/18,67666.932,52.52083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/18,62846.064,50.14583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/18,56639.484,51.85416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/18,80530.056,51.41666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/18,84575.7,44.5625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/28/18,91661.364,43.39583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/18,93388.644,41.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/18,95170.212,43.875,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/18,98030.843,43.70833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/19,83946.636,39.125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/19,104598.036,37.70833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/19,112587.192,40.45833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/19,134268.876,43.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/19,153354.492,42.85416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/19,171854.712,47.925,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/19,204561.108,50.89583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/19,257455.551,50.625,1/8/19,1/11/19,180000,2184344,1,1,1,1,1,1,1,0,0,0,1
1/9/19,271692.484,52.14583333,1/8/19,1/11/19,180000,2184344,1,1,1,1,1,1,1,0,0,0,1
1/10/19,257742.659,52.10416667,1/8/19,1/11/19,180000,2184344,1,1,1,1,1,1,1,0,0,0,1
1/11/19,217462.284,51.75,1/8/19,1/11/19,180000,2184344,1,1,1,1,1,1,1,0,0,0,1
1/12/19,107471.268,50.77083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/19,95750.789,48.41666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/19,103756.428,48.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/19,84715.956,47.19583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/19,85303.8,53.64583333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/19,90843.408,56.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/19,92293.092,54.25,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/19,96369.084,52,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/19,99608.868,51.8125,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/19,118239.336,52.26388889,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/19,146538,46.875,1/22/19,1/24/19,4000,344793,0,0,0,0,0,1,1,0,0,0,0
1/22/19,146538,46.875,1/22/19,1/25/19,60000,1672216,1,1,1,1,1,1,1,0,0,0,1
1/23/19,143136.36,45.33333333,1/22/19,1/24/19,4000,344793,0,0,0,0,0,1,1,0,0,0,0
1/23/19,143136.36,45.33333333,1/22/19,1/25/19,60000,1672216,1,1,1,1,1,1,1,0,0,0,1
1/24/19,137892.78,50.5,1/22/19,1/24/19,4000,344793,0,0,0,0,0,1,1,0,0,0,0
1/24/19,137892.78,50.5,1/22/19,1/25/19,60000,1672216,1,1,1,1,1,1,1,0,0,0,1
1/25/19,116967.96,51.59722222,1/22/19,1/25/19,60000,1672216,1,1,1,1,1,1,1,0,0,0,1
1/26/19,83774.736,54.02083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/19,78444.504,54.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/19,89062.56,57.625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/19,80684.926,57.45833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/19,86115.493,55.20833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/19,86919.083,53.29166667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/19,87950.695,55.95833333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/19,98057.628,54.97916667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/19,104408.46,54.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/19,131779.296,52.0625,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/19,138138.948,47,2/5/19,2/7/19,78000,2184344,1,1,1,1,1,1,1,0,0,0,1
2/6/19,126737.208,42.60416667,2/5/19,2/7/19,78000,2184344,1,1,1,1,1,1,1,0,0,0,1
2/7/19,122752.584,41.4375,2/5/19,2/7/19,78000,2184344,1,1,1,1,1,1,1,0,0,0,1
2/8/19,89114.364,42.02083333,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/19,87428.304,45.9375,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/19,78160.104,47.80555556,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/19,93237.552,41.91666667,2/11/19,2/13/19,4000,331459,0,0,0,0,0,1,1,0,0,0,0
2/12/19,104344.992,43.83333333,2/12/19,2/14/19,2600,147357,0,0,0,0,0,1,1,0,0,0,0
2/12/19,104344.992,43.83333333,2/12/19,2/12/19,2500,254708,1,1,1,0,0,0,0,0,0,0,1
2/12/19,104344.992,43.83333333,2/11/19,2/13/19,4000,331459,0,0,0,0,0,1,1,0,0,0,0
2/13/19,109791.396,48.90972222,2/12/19,2/14/19,2600,147357,0,0,0,0,0,1,1,0,0,0,0
2/13/19,109791.396,48.90972222,2/11/19,2/13/19,4000,331459,0,0,0,0,0,1,1,0,0,0,0
2/14/19,98036.712,49.3125,2/12/19,2/14/19,2600,147357,0,0,0,0,0,1,1,0,0,0,0
2/15/19,106754.292,51.17361111,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/19,74059.992,47.41666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/19,133181.271,42.10416667,,,0,0,0,0,0,0,0,0,0,0,0,0,0
